text,label
"Otto Preminger's Dana Andrews cycle of films noirs are among the (largely) unsung jewels of the genre. Because they lack paranoia, misogyny or hysteria, they may have seemed out of place at the time, but the clear-eyed imagery, the complex play with identity, masculinity and representation, the subversion of traditional psychological tenets, the austere, geometrical style all seem startlingly modern today, and very similar to Melville. The lucid ironies of this film are so loaded, brutal and ironic that the 'happy' ending is one of the cruellest in Hollywood history. Brilliant on the level of entertaining thriller as well, tense, and packed with double-edged dialogue.",1
"This movie is very hilarious, and it has a great compilation of actors like William H. Macy which always have perform this kind of roles, maybe his most representative, Fargo; and George Clooney which is a very good actor showing his comedian work in brothers Cohen film ""Oh brother, where art thou?"" which results to be one of my favorite movies ever! But it's been hard to find ""Welcome to Collinwood"", here in Mexico. My city lacks of good places where to buy some good films. I tried to buy it at Blockbuster but they don't know it by the original name, so maybe it will be a little easier to find if I have the name they gave to it in Mexico, do someone knows it?, because I can't remember! Cheers. A.",1
Never when I was a child did I love any movie more then this one. I would love to own it. I watched it every Sunday they played it on the Family Film Festival. It is an enjoyable film suitable for the whole family and the songs are wonderful.,1
"I like a lot of the actors/actresses involved in this project so being insulted by the movie felt even worse than if they used a unknowns .The main problem was this movie was clearly just a concept created to appeal to baby boomers .In 20 or 30 years Nbc will probably do a movie just like this about the early 90's . I can see it now a black family where the kids are involved with the la riot's and the white family has the kids rebel and listen to grunge rock music .The soundtrack will feature bands like Nirvana , N.W.A , Public Enemy , Soundgarden etc .The movie like this will be just as cheesy as The 60's and I gurantee you NBC will do it .See the biggest problem with period pieces when done buy networks is that when you are living in a certain time period you aren't thinking i am living in the 60's or whatever decade is trendy retro at the time .Next time someone does something like this they should put more weight into there project",0
"The Ghost Train is a treat to those who appreciate the typical 1940's humour. It incorporates World War Two into the plot but not as much as I initially believed it would, and the characters are a unique blend who play their roles fairly well. Askey, playing the role of Tommy Gander, is what brightens the story up for the parts which could of been portrayed as boring or ""dragging"".<br /><br />The story of the haunted station is actually spooky even for present day standards. It is unique and the way the characters communicate with each is fantastic to liven up the mystery which is The Ghost Train. Gander is basically a nuisance to all the other members while the rest get along fairly well. He is always centre of attention and can be dubbed as being ""annoying"" but that is by those who do not appreciate 1940's humour. His humour is innocent and childish which makes it sweet to watch.<br /><br />If it was not for Askey/Gander, than this film would of been shorter in action, enjoyment and the result would be not as effective in my opinion.",1
"At first glance I expected this film to be crappy because I thought the plot would be so excessively feminist. But I was wrong. As you maybe have read in earlier published comments, I agree in that the feminist part in this film does not bother. I never had the idea that the main character was exaggerating her position as a woman. It's like Guzman is presented as somebody with a spine, this in contrast to her classmates. So I was surprised by the story, in fact, I thought it was quite good, except for the predictable end. Maybe it would've been a better idea to give the plot a radical twist, so that the viewer is somewhat more surprised.<br /><br />In addition, I'd like to say that Rodriguez earned her respect by the way she put away her character. I can't really explain why, but especially in the love scenes she convinced me. It just looked real I think.<br /><br />I gave it a 7 out of 10, merely because of the dull last half hour.",1
"When you typically watch a short film your always afraid that the person creating the film tries to throw too much into it. That's not the case with this one. A great story about a young girl who's had enough and other worldly forces trying to help make things right.<br /><br />Eric Etebari does a wonderful job of representing the spirit of twisted justice and helps to convey the complexities of the blurred line of right and wrong.<br /><br />Both the young girl and the father give great performances in this wonderful short film, but Eric's performance is definitely the show stealer in this story.<br /><br />I definitely recommend this film for it's complexity, performance, and great over all story.",1
"Caught part of GEORGE 2 on TV recently, but couldn't get myself to watch it through to the end. Just awful! I can't even remember the plot. All I know is that George and Ursula were not the George and Ursula of the first movie, which was bad enough. There's a lot of scrambling around, but the direction and editing were so shoddy and choppy, it was like watching outtakes or deleted scenes. Having the original voice of Ape the Ape back was not nearly enough to make me warm up to this. GEORGE 2 is probably the single worst sequel I have ever seen, and that is saying something. Jeez, because of IMDb's 10 lines rule, I have to keep typing when I have nothing more to say about this crapulastic made-for-TV sequel. Disney, hang your head in shame.",0
I found this episode to be one of funniest I've seen in a long time. The south park creators have done the best spoof of a Romero film I have ever seen.They have truly touched on Romero's underlying social commentary that he has made with each one of his films. I would love to know what George Romero's opinion was on this episode I'm sure it was purely positive! Keeping his true vision for his zombie epics fully intact! Most spoofs deal with the pure gore without making the viewer think as Romero tries to do with his films. I think that if a zombie outbreak did happen we may actually worry about our property values before our lives as shown in this episode!,1
"In order to hold the public's attention for three hours, we were treated not so much to a family's romp through four generations and 120 years of Hungarian history, as to sexual liaisons with a sister, a sister-in-law and other adulteries. Oh yes, there was also a totally gratuitous rape. Having said all this, the first story of the relationship among the children of the patriarch was fresh and sensual - thanks to Jennifer Ehle.",0
"Canto 1: How Kriemhild Mourned Over Siegfried and How King Attila Woos her Through his Ambassador Rüdiger von Bechlarn: Kriemhild (Margarete Schön) insists on having the head of the killer of her beloved husband, Hagen Tronje (Hans Adalbert Schlettow), but her brother, King Gunther (Theodor Loos), refuses her request. When King Attila of the Huns woos Kriemhild through his ambassador Rüdiger von Bechlar, she makes him promise through oath in the name of his king that no man would ever offend her. Hagen Tronje hides the Nibelungen treasure in the bottom of a lake.<br /><br />Canto 2: How Kriemhild Takes Leave from her Homeland and How She Was Received by King Attila: Kriemhild brings some earth from where Siegfried died, and travels to the court of the Huns, where she is welcomed by Attila himself, who also promises through oath to defend her.<br /><br />Canto 3: How King Attila Besieged Rome and How Kriemhild Summoned her Brothers: When Kriemhild delivers a baby boy, Attila returns to his realm and asks Kriemhild what she would like most to please her. She asks him to invite her brothers to come to his kingdom.<br /><br />Canto 4: How Kriemhild Receives her Brothers: Kriemhild insists on having the head of Hagen Tronje, but her brothers keep loyalty to their friend and again do not accept her request.<br /><br />Canto 5: How the Huns Celebrated the Summer Solstice With the Nibelungen: Kriemhild asks Attila to kill Hagen Tronje, but he refuses since in accordance with the laws of the desert, a guest is considered sacred. Kriemhild offers gold to the Hums for the head of Hagen Tronje. There is a fight, and Hagen Tronje kills Attila's son.<br /><br />Canto 6: The Nibelungen's Distress: The Huns lose the battle against the Nibelungen, but keep them under siege inside Attila's castle. Kriemhild promises to spare their lives provided they deliver Hagen Tronje, but her brother Gunther tells that German people are loyal with their friends.<br /><br />Canto 7: The Nibelungen's End: After the death of Rüdiger von Bechlarn, Giselher and Gernot, Hagen Tronje and Guhther are finally captured. Kriemhild kills Hagen Tronje, ending her revenge with the destruction of the Nibelungen.<br /><br />The conclusion of the poetic saga of Siegfried through ""Kriemhild's Revenge"" is also told through seven dramatic cantos. The nature of the first part is a magnificent tale of fantasy, adventure, romance and betrayal; the second part is a dramatic story of hate, revenge and loyalty. The solid screenplay with a perfect development of the characters, the excellent performances of the cast and the awesome direction of Fritz Lang produced another epic ahead of time. Margarete Schön is impressive with a total different woman, obsessed and inflexible in her revenge wish. The costumes that Kriemhild wears are also very impressive, and her acting is based on her face and look. I was a little disappointed with the reaction of Attila after the death of his only son, since I found it too passive. My vote is eight.<br /><br />Title (Brazil): ""Os Nibelungos  Parte II: A Vingança de Kriemshild"" (""The Nibelungen Part II: Kriemhild's Revenge"")",1
"The Thumb idea isn't such a winner the second time round. ThumbTanic wasn't as good as Thumb Wars for a number of reasons. Primarily, I think, Mr Oedekerk had far less to work with in the Titanic send-up. Unlike Star Wars, the movie Titanic hasn't (yet?) become a cultural myth and there are far fewer references to be made which will resonate with the audience.<br /><br />In ThumbTanic, the holes are filled by one-off jokes which don't really seem related to anything. For example, the hero's insinuation that the heroine isn't clean during the ""jump off end of ship"" scene - it's not funny. Rather, you just think to yourself, ""Did I miss something in the original movie?"". There were too many of these type of baseless jokes (cf. arachnid).<br /><br />By contrast, the send-up of the smarmy ship's designer had meaning and was funny. Also very funny was the send up of the bloke in the movie who wanted to go ""faster"" as a maniac running around demanding *everything* be ""faster"" including the sinking of the ship and himself being the first to die. These sort of jokes meant something in the Titanic context and lent meaningful humour to Thumbtanic.<br /><br />The thumb ""media"", the faces and the voices, are still amusing. The props and sets and the CG animation are worthy of appreciation. Overall, although ThumbTanic proves that quirkiness alone won't work, this filmette still keeps you amused and chuckling to the end.",0
"This movie is a true reflection of the Australian resourcefulness that has been required to make this country what it is over the last 200 years. Not pompous like the British, not Gung-Ho like the Americans. If either of those countries had attempted what this crew did, it would have failed dismally. Either due to ignorance on the British part, or too much faith in superior firepower on the American side. ""True"" Australians (i.e. non-imports) are the only ones who can excel in modern military conflicts because they have had to improvise most of their adult lives. Just look at examples like Gallipoli; Paschendale; Tobruk; New Guinea and Vietnam.",1
"I just rented this today....heard lots of good reviews beforehand. WOW!! What a pile of steaming poo this movie is!! Does anyone know the address of the director so I can get my five dollars back???? Finally someone bumped ""Stop-loss"" from the 'Worst Iraq War Movie Ever' number one spot. To be fair, I don't think there are any good Iraq war movies anyway, but this was REALLY bad. <br /><br />I won't get into any technical inaccuracies, there's a hundred reviews from other GWOT vets that detail them all. If the director bothered to consult even the lowliest E-nothing about technical accuracy however they could've made the movie somewhat realistic....maybe. I guess the writer should be given the ""credit"" for this waste of a film. He or she obviously hatched the plot for this movie from some vivid imagination not afflicted with the restraints of reality. Does anybody but me wonder what the point of this movie was? Was there a message? Seriously though.....WTF????<br /><br />I'm pretty amazed at all the positive reviews really. This film is hard to watch as a vet because of all the glaring inaccuracies but even if one could overlook that, the plot sucks, characters are shallow (to say the least) and the acting is poor at best. It's ironic, I suppose, that this movie is supposed to be about Explosive Ordinance Disposal, because it's the biggest bomb I've seen this year.",0
"We are not in the fairy tale of the naked emperor. We may confess the truth of what we see, without being stupid, confess, that this show is in many aspects just incomprehensible and that it is clear, that much of it was created out of pure intuition without real concept.<br /><br />Well, obviously many people like such stuff. I don't. I prefer well thought and planed shows. And I also confess, that the show is much to serious for my taste and boring...those love and drug stories...There are so many exciting soaps with lot of suspense (Dallas e.g.), but Twin Peaks can't catch my attention. I don't care about those people, except Cooper and Gordon Cole.",0
"The premise of Cabin Fever starts like it MIGHT have something to offer. A group of college teens after finals (in the fall?) goes to a resort cabin in the woods where one by one they are attacked by an unseen flesh eating virus.<br /><br />Unfortunately, the first paragraph is where any remote elements of film quality stop. Cabin Fever is little more than college kids looking for sex, booze, talking non-stop about nothing, and seeing how many F-bombs they can get into 1:40 minutes or however long this mess is.<br /><br />The kids act and react stupidly to everything around them. One of them for instance discovers that the skin virus has infected her legs, so what does she do? She keeps shaving her legs failing to take proper medical attention for her wounds. The scene is little more than a gross out. In another scene, Rider Strong from ""Boy Meets World"" gets bitten on the hand by some kid who only says ""Pancakes"" and likes to do karate kicks on those who sit next to him. If you can figure out the reason for why the ""Pancakes"" kid was included, I'd love to know. Anyway, Rider pets a wild dog and goes off to wash his bitten hand in a most likely contaminated creek. Another kid likes to drop F-bombs in reacting to everything around him and shoot squirrels. Why? Your guess is as good as mine!<br /><br />Rider Strong is the ONLY kid with any recognition in this movie. He tries to calm people down in-between the yelling and screaming and F*** Y**! bombs that people are throwing around. When the kids aren't yelling, they are having or talking about sex or talking nonsense to the other adult characters who are EVEN MORE (if that is possible)idiotic than the kids! The idiot cop with an IQ of 60 at best may be one of the WORST acting jobs I have ever seen in a movie. You talk about people not playing with a full deck, this dork doesn't even know how to find the cards! LOL! I was like, ""Will you PLEASE shut up already?!"" He makes the kid actors look like geniuses! The only part that I sort of liked was Rider's scary story (although gory) about the deranged bowling alley guy. In interviews, Rider said that he had a great deal of respect for director Eli Roth. But the problem is that Mr. Roth appears to be going for little more than shock and gore. There are far too many bad things about this movie for Mr. Roth to get any credit. I wish I could agree with Rider and find something likable about this movie. Maybe the fall scenery in the beginning? Actually, Rider Strong JUST saves this movie from being a 1! Hopefully, he was compensated for this junk!",0
"When the Bourne Identity arrived five years ago I have to confess that I didn't think much of it. At the time I was eleven years old, so perhaps I was too young to really get into the storyline and understand the whole scenario. Two years ago when the Bourne Supremacy arrived I thought it was a better movie than Identity but still didn't think it was as good as I expected it to be judging by the trailers. Over the past two years I had been told numerous times that the Bourne movies were amazing, many a time I had to bite my tongue and not say what I really thought about the movies. Until two months ago I couldn't have given a damn about the Bourne Ultimatum, I really had no intentions of watching it. But then I decided to go back and re-watch the first two before I came to any abrupt decisions. So I went out and bought both the original movies. And what a surprise it was to me when I was gripped by them. Identity I found the superior of the two, but Supremacy isn't far behind. They're both slick, action packed and thrilling pieces of cinema that I have watched numerous times since I bought them. Because of this I was first in line today to see the Bourne Ultimatum. And boy did Bourne Ultimatum not disappoint! <br /><br />Matt Damon was never one of my favourite actors until he appeared in the Bourne movies, I'd seen him in the Talented Mr Ripley, but I never thought much of him in general. However, it appears he was born to play Bourne (pardon the pun). Throughout this series we have seen the character change before our very eyes, in this movie we see Matt Damon at his very best, even better than he was in The Departed and I thought he was one of the best things in The Departed. You really do find yourself caring for the character and hoping that he finds out everything. Matt Damon plays the role with a quiet intensity and you always find his character extremely believable. The supporting cast of the movie were also absolutely outstanding. Joan Allen was one of my favourite things in Bourne Supremacy, here she excels herself. Her character is also very believable and she has some superbly acted moments towards the end of the movie. Julia Stiles turns up again as Nicky and finally we learn a bit about her character. Julia Stiles is a very underrated actress and I think she deserves a lot more roles, well decent roles, than she gets. David Strathairn is a newcomer to this series as Noah Vosen, he's definitely the bad guy of the movie and he really excels. He's definitely the nastiest character we've met, and some of the decisions he makes are truly nasty. Strathairn relishes the role and he too gets some superb scenes in the movie. Special mention must also go to Albert Finney who makes the most of his all too brief screen time, I will not say anything about the character, that's best left as a surprise, but trust me his scenes are some of the highlights of the movie.<br /><br />The Bourne movies have always had a strict focus on the storyline more than the action sequences, this isn't to say the trilogy lacks action sequences, good god no there's loads of them dotted all throughout the movies. But running throughout the movie is a very well written and well acted storyline. This storyline concludes in the best way imaginable in this movie. As I watched Supremacy the night before I saw Ultimatum it was nice because I could notice certain little parts. That very final scene in Supremacy, in New York, a lot more important that I ever imagined at the time. Won't spoil it for people but I recommend checking up on Supremacy before you see Ultimatum. Unfortunately though for a lot of people they will go to see Ultimatum purely because of the action sequences. This is the part where I should condemn such people and say they should see it for the storyline, but I'd be lying if I didn't say that my favourite parts of the Bourne series as a whole are the car chases. The mini car chase in Identity is one of my favourite car chases of all time. Well the action in Ultimatum has to be the best of the Bourne series. In fact the movie kicks off with an action sequence in Moscow. So in the duration of the movie we get numerous punch ups, all very violent and shockingly brutal. A bike chase that is absolutely amazing, many foot chases which are even more amazing, a thrilling car chase that is unforgettable, and oh so much more! But the highlight for me has to be the scene in Waterloo station, won't ruin it but for some reason had me gripped.<br /><br />So any flaws for the movie? In my eyes no, but if you are not a fan of the Bourne series or have not seen the previous two then I wouldn't recommend Ultimatum for you. The movie doesn't try to win over any new fans as it sticks to what the franchise does best and just adds a nice bit more storyline and action sequences on top. The Bourne Ultimatum is undoubtedly the best of the series and the best blockbuster of 2007. As a James Bond fanatic it is a great honour for me to say that Ultimatum is a lot better than a majority of the Bond movies, and trust me it takes a lot for me to say that. While Bourne as a whole might not be a better franchise than the Bond series, it is definitely nearly its equal.",1
"As long as there's been 3d technology, (1950's I think) there's been animation made for it. I remember specifically, a Donald Duck cartoon with Chip and Dale in it. I don't remember the name at the moment, but the plot was that Donald worked at a circus, was feeding an elephant peanuts and Chip and Dale were stealing the peanuts. This was made to watch in 3d probably 1960's. If you happened to watch Meet the Robinsons in 3d in theaters, they showed this cartoon before the movie and explained the details of it's origin. There are probably somewhere around 100 cartoons made specifically to be viewed through 3d glasses. This claim was a bad move because it's not difficult to prove them wrong. On top of that, this just looks like a bad movie.",0
"This series was CBS networks answer to the success of the Big Valley. It was a 90 minute Western just like the ABC program was. While it was an answer, it did not have the stuff to make it past season 2.<br /><br />The problem really became reality got lost on this show. For example- in one episode, Johnny gets his eye poked out by a stick. Amazingly, by the end of the show, Johnny had healed entirely. Along with that, the stories on this were no where near as strong as The Big Valley.<br /><br />This is a show that I would not want DVDs of, & frankly hope they are never released. Think since CBS was running out of lots, they re-used many familiar settings. This was one the last western series CBS produced as westerns were not real popular in the 1970's.",0
"Young beautiful Eva (Hedy Lamarr) marries an older man (Zvonimir Rogoz). Unfortunately he can't satisfy her sexually and ignores her. Frustrated she goes home and plans to get a divorce. Then, one day, she's skinny dipping in a lake in the middle of the woods. Her horse gallops off with her clothes...and she runs after it! She meets young and very handsome Adam (Aribert Mog). They make love and she realizes this is the man she wants.<br /><br />ENDING SPOILER!!!! Naturally, since this was made in 1933, she has to be punished for her sin so it leads to a tragic finale. END OF ENDING SPOILER!!!!<br /><br />This horrified people in 1933 but it's pretty tame by today's standards. Lamarr's nude swim shows nothing and when she runs after the horse totally nude, it's either shown in extreme long shot or is covered by branches and such. There's only a few minor shots of her breasts. Also when she has sex with Mog, nothing is shown but her face but you see her achieving an orgasm. These scene were considered pretty extreme in their day and were cut out completely of the American release. Now today they're back in. This film would get by with a PG-13 easily now.<br /><br />Shock episodes aside this is just OK. It is beautifully filmed and there's next to no dialogue. Except for the music score this could be a silent picture. Luckily all the actors are good--Lamarr and Mog especially and they're so attractive that they just take your breath away watching them. Also the sequence where they make love is easily one of the most beautifully shot and acted sequences I've ever seen in a movie. The scenes with the sexual symbolism (there's quite a few of them) are unfortunately pretty obvious today. I actually started to giggle during one!<br /><br />So, great direction, beautiful imagery, attractive actors, good acting all around--but I wasn't exactly bowled over by it. I found the movie slow-moving (beautiful imagery does not make a picture for me), somewhat dull, obvious, static and had a negative ending. I can live with the ending but it doesn't excuse the other problems I had with it. Also the final sequence is REALLY strange--and out of place. So I admire this film more than anything else. It was well-done and I'd recommend it but with caution. Many people seem to love this movie so I'm in the minority. Use your own judgment.",1
"When I went and saw this movie, I had great expectations. But I had so wrong. This movie was exactly as every other horror movies. It's a virus, zombies etc. Exactly as Resident Evil and many, many other movies. But the difference with this, and other movies, is that the story is very week. It's bad actors and boring music. The photo is OK but the rest is total crap. Don't see this ""horror"" movie, go and see the Ring 2 or any other movie who's much more of a story. I hope they will stop making horror movies who has a virus and the virus spread and make people to zombies. We have seen enough of that. The only good thing in the movie is when they are standing at a roof and shoot famous, infected celebrities.",0
"First off, I hadn't seen ""The Blob"" since I was 7 or 8 and viewing it as an adult was an incredible experience. Pages could be written on its influence on horror films even today. And even more could be written on its social subtext with the 50s ""fear of teenagers"". But this simple little tale of interplanetary horror is still a damn fine scary movie if you let it be.<br /><br />Sure, it looks cheesy as all get out in our modern world. But ""The Blob"" packs in some genuinely frightening moments as a band of kids track the unstoppable creature when then adults don't believe them. In fact, there are even some pretty bleak moments in its candy-colored world. And Steve McQueen gives so much more than the story deserved on paper that we the viewers really get caught in the moment and believe in him.<br /><br />To sum up, if you can take off your postmodern irony filter, there's a lot more to love here than meets the eye.",1
"This third Pokemon movie is too abstract for younger kids to follow and too repetitious to entertain older kids. The message of the film-- about dealing with loss-- is subverted by the return of the young girl's father during the film's credits. Team Rocket provide some amusement, but they're not really part of the small plot, so they don't appear very often.",0
"I waited and waited for this film to come out,the trailers seemed to be on for years, it was worth it. I'm not a big fan of watching films over and over again but i cant wait for this to come out for all to buy! Not a big fan of Jim but this suited him perfectly, there was so much to see and the 'feel good factor' is off the scale, perfect for Christmas. I think Ron did a fab job turning this into a film, If you haven't seen it then do so, if you have, watch it again, i know you want to!",1
"It was one of those late night ""It's there"" I saw it things. Sometimes they are great. This one was awful, but it really shouldn't have been.<br /><br />The movie had a really good cast. How can you fail when you have Charlsten Heston and Jack Pallance? We're talking Oscar winner turf here. It had good special effects. It even had some really good tits! And I mean nicely shown, full breast with full nipple and at one point even some beaver. But it didn't compensate for the one missing ingredient - a story! The plot was ludicrous. I don't mean the ""solar crisis"" sun exploding stuff, but that was bad enough. It was the rest of the stuff - the oh so stupid and totally predictable evil corporation stuff. Man that just STANK! No amount of good acting or cool space ships or fight scenes could get around that one.<br /><br />I have seen the same cast members be incredibly good. I have seen wonderful science fiction movies that had miniscule casts and budgets. All the difference is in the writing.",0
"This is a true ""80's movie"": Back then they made maybe 100 times more movies than nowadays, and that makes many of them quite interesting... It was a cultural phenomenon, that don't exist anymore. Nowadays maybe the same kind of people that would have made cheap ""straight-to-video""-movies in the eighties, are doing cheap porn. Porn seems to sell. Anyway, this is above the medium trash-movie level: It has good&fascinating story, and it's quite well made I think. In one scene you can even see the microphone swinging on the upper edge of the picture. Of course there are also little cameos by Ozzy and Gene Simmons, but they don't very much contribute to the film ""success"", although they are good in their small roles. The monster,heavy-singer ""Sammi Curr"", looks really terrible, especially when he's singing. One of the scariest monsters I've seen in horror flicks. I may have nightmares of him next night. Not recommended for intellectual movie lovers.",1
"Let's be honest. As a film school project, made without budget and ""real"" actors, this is a passably interesting film. As something to be released on DVD for an innocent viewer, it's a very poorly produced product. If I would be idly changing channels and happened to catch this film accidentally, it would probably arrest my eye and attention for a while. As a person who bought this DVD under the impression that I would be getting a proper cinematic product, i.e. a film, I feel deeply disappointed. It's a videotaped TV play, something along the line of old sixties serials, but without that certain charm. Aside from the leading man Mr Redfield (who also is the director), the other actors seem to be either chaps from the campus (a bit too old for that actually), or members of the director's household, who appear before the camera without any help from not only the acting couches, but also the make-up artist or hairdresser (a bonnet over outgrown permanent bangs or a top hat over mullet is a very long way from creating 1840s). It's all shot using a motionless mounted camera in a small, bare studio, sometimes using blue screen for outdoors backgrounds. Synthesizer generated uninspired score of lame ""period"" inspired romantic karaoke insults the viewers ears on more than one occasion. The film attempts to be ""dreamlike"", whereas in fact it's merely conceptionless collage of those shots that made it to the editing (and believe me, the standards weren't too high to start with). There are interesting dialogs every now and then, but overall it's pretty lame and two-dimensional production in more than one way with no flashes of genius from either the director or any members of the crew. That's how ""artsy"" films attempted to look in the 80s. Mr Redfield does a much better job as an actor than the director.",0
this movie was just plain dumb i do not think it was scary at all i went in hoping to be shocked and scared but was mostly laughing some of the scenes were just to fake and thrown together blood scenes were extremely over cg and some of the mutants were ridiculously gay looking it also sucked because the acting was just plain horrible u think they could get some good actors and most of the characters i hated just because how stupid and lame they acted even though they were supposed to be in the military i get to watch movies for free and seen many people walking out im guessing because it was so dumb kinda glad i didn't have to pay for it in short DUMB ASS MOVIE don't see it...but then again thats my opinion,0
"Roman Polanski is considered as one of the most important directors of our time, as the mind behind classics such as ""Rosemary's Baby"" and ""Chinatown"". Probably what makes Polanski's cinema a very interesting one is the fact that while he is capable of creating commercially attractive films such as the afore mentioned masterpieces, he is also fond of making low-key movies that are of a more personal nature. ""Le Locataire"", or ""The Tenant"", is one of those movies; a horror/suspense story about paranoia and obsession that is among his best works and probably among the best horror movies ever done.<br /><br />Polanski himself plays Telkovsky, a young man looking for an apartment in France. When he finally finds one, he discovers that it is empty because the previous tenant, Simone Choule, attempted to kill herself by jumping out of the window. After Simone dies of the injuries, Trelkovsky begins to become obsessed with her, to the point of believing that her death was caused by the rest of the tenants in the building.<br /><br />While sharing the same claustrophobic feeling of his other ""apartment-themed"" films (""Repulsion & ""Rosemary's Baby""); this film focuses on the bizarre conspiracy that may or may not be entirely in Trelkovsky's head, the catastrophic effects the paranoia has on his mind, and the bizarre obsession he has with the previous tenant.<br /><br />Trelkovsky's descend into darkness is portrayed perfectly by Polanski. While at first his performance seems odd and wooden, slowly one finds out that Polanski acts that way because Trelkovsky is meant to be acted that way; as a simpleton with almost no life, who traps himself in this maddening sub-world that happens to be inhabited by a collection of bizarre people. The supporting actors really gave life to the people in the building creating memorable characters that are very important for the success of the film.<br /><br />Also, the beautiful cinematography Polanski employs in the film helps to increase the feeling of isolation, and gives life to the beautiful building that serves as cage for Trelkovsky. The haunting images Polanski uses to convey the feeling of confusion and madness are of a supernatural beauty that makes them both frightening and attractive.<br /><br />If a flaw is to be found in the film, is that it is definitely a bit slow at first. this may sound like a turn-off but in fact the slow pace of the beginning works perfectly as it mimics Trelkovsky's own boring life and how gradually he enters a different realm. Also, the convoluted storyline is definitely not an easy one to understand due to the many complex layers it has. However, more than a flaw, it is a joy to face a thought-provoking plot like this one.<br /><br />While ""The Tenant"" may not be for everyone, those interested in psychological horror and surreal story lines will be pleased by the experience. ""Le Locataire"" is really one of Roman Polanksi's masterpieces. 10/10",1
"At long last! One of Michael Jackson's most well known and beloved films comes to DVD! In Michael Jackson Moonwalker, (Michael Jackson) stars as Michael. A man with powers that are not of this world. Michael must save Sean (Sean Lennon), Katie (Kellie Parker), Zeke (Brandon Quintin Adams), and the rest of the worlds children from drug lord Frankie Lideo aka Mr. Big (Joe Pesci) who's mission in life is to get all of the worlds children hooked on drugs! A NOTE TO PEOPLE IN THE USA LOOKING FOR THIS FILM ON DVD: Make sure when buying this film on DVD you buy Warners Product #WK00817 as NTSC Region 3 which plays on North American NTSC Region 1 players.",1
"The first episode set the bar quite high i thought. It starred William Hurt as a hit-man who is contracted to kill a toymaker. We are given very little information on his character or who is paying him to kill, indeed the episode is notable for having no dialogue at all. Returning to his modernist penthouse he is delivered a package containing toy soldiers, this gives him a smile but he dismisses it and goes about his business. But he is in for a night of hell, the soldiers are alive and are about to wage war, driving jeeps, shooting machine guns and bazookas and even flying helicopters!. The special effects are good for a TV show and it becomes quite tense as he dodges around the apartment using his wits to survive, sometimes getting the upper hand and other times not. I wont spoil the ending but suffice to say it was a clever little twist. This gave me hope for the rest of the series but i was in for a disappointment, the other episodes were all rubbish and i lost interest by the fourth one. Stephen King adaptations are always a mixed bag and these are no exception",0
"It's a bad, very bad movie.<br /><br />Well, for people a real realistic movie is a good thing. For me it is not. Life is also predictable, bad, nasty, trivial, senseless, sometimes. Maybe that's the reason for people say that this film is real.<br /><br />Too many common places: you're black, you're a criminal, you're doomed and cursed, whatever you do you'll end up by shooting or being shot by someone; don't let the kids play with the weapons, it could be dangerous; and then there are those who go to the church, and then they are good, very good...<br /><br />Before this one, I hadn't seen such a bad movie. That's perhaps the reason for I never noticed how important the photography itself is important in a movie. In this one, every scene shot in daytime, outdoor, is clearly and annoyingly blue. They didn't even care to correct the colour balance. Oh! I've ""rated"" more than 300 movies in this database so far, and this (3/10) is my lowest ever.",0
"Ang Lee clearly likes to ease into a film, to catch action, characters and setting on the hoof, as they emerge. Covering the haphazard endgame of the American civil war via the haphazard actions of a young militia, unformed in mind or manhood, this is an ideal approach. The film turns out to be about the formation of personalities, adulthood and relationships. Lee also shows the beautiful panoramas of the mid-south as a silent character, enduring the strife like a hardy parent.<br /><br />James Schamus' script is probably the standard bearer for this film; close behind it are a number of well-appointed performances that carry it admirably. Jeffrey Wright's name alone could carry this film for me. He's brilliant here but in a slow burning role: instead we are treated to very good (if not revelatory) performances from a large, often recognisable ensemble.<br /><br />A noble, optimistic film. One to watch if you don't fancy the harder, more bittersweet Cold Mountain or The Claim, for example. 7/10",1
"Alright, so I've been dying to see this movie. Stoked about the, ""who's who"" in horror land that are in the film....well, my friend rented this, brought it over, and we started watching it. It's supposed to be a comedy....I did not smirk even ONCE, until the 40min mark.<br /><br />Does it have to do with the budget? Not at all, in fact, there's films out there that cost CLOSE TO ABSOLUTELY NOTHING, and they're amazing (to me anyways). Also, while watching this film, I couldn't help but realize the similarities (i.e., STEALING) to a low budget indie film titled, ""ACTRESS APOCALYPSE"", read my review about it (it DESTROYS this film BTW).<br /><br />This film...it had potential it really did. It had the ""star power"", stolen plot (lets film the behind the scenes of the making of a movie...IE...""ACTRESS APOCALYPSE""....seriously, this angers me the more and more I think about),...it really could've been funny. A LOT, A LOT of the jokes fall flat. The acting is alright for what it is. But it dragged on, wasn't funny, and the plot was totally stolen.<br /><br />I give this a two, because it wasn't SOOO AWFUL, but that's the ONLY reason.",0
